0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
0.0,56190.1020964378,157091.29468056114,127733.56670358272,272332.57561448246,103913.11133398804,180125.19647414793,93722.19662859497,84558.35566946992,93847.37150692227,59370.10378072649,223569.33297105797,79331.23949184657,80548.62504348897,111061.96337877598,144145.20224297114,77607.46646630095,78253.44208047354,77307.67101778324,229725.0671699755,81102.34220391324,66196.15704674252,95708.54484214679,126664.11286984065,104368.05310343475,100647.54484581349,105433.78916315488,132203.14853091797,76464.0336416504,115475.85510460442,138968.67663836427,124587.76386740354,103043.30877835208,116742.20420392782,230156.11264741237,132546.2517187349,101466.60984850717,104693.55735131813,62701.91202362339,57173.89811063393,42444.78677691246,58416.26989223954,69958.52145733895,76503.84973130756,65289.24254048957,50654.93570920823,112395.75331176606,46576.84591361048,58599.834507448926,58386.33321752804,48173.346539685146,282854.12411198876,55258.18070762216,72063.4440095181,105416.1843102663,56707.48758064798,293666.22003365937,250749.70931769983,330383.10506465187,268926.3610518463,67795.08010925958,95380.54047043288,31178.77969647656,34695.886855162156,50327.93534056088,96433.89720305157,139083.99595253362,46261.49100877976,28127.09471958172,54346.73996958874,29386.065261533757,46718.64185805535,100046.28971076576,74348.71041999609,195395.60016511206,48162.230455909594,90966.71335693114,66811.12048175541,89364.59889064729,70499.58020383032,52824.11197223686,74082.99246336034,92356.58901458012,58737.163214874425,35617.794158630895,89197.24201956925,40984.11083352033,122610.77854575687,145934.51479916144,72462.67542003351,97913.38415487931,112462.19442494767,92537.87676294477,104440.33952412933,102216.10962141078,173350.86281225207,70712.56083034906,83928.81941630838,124451.70143166918,109075.7632397186,77550.68746078368,67463.54061199687,34441.9898615102,123065.98031060204,84782.170602391,58990.02304562529,152438.08027168195,176806.80086446568,185673.4003952309,172655.9011671615,109761.25940748378,182277.87575212357,109870.27402418474,77525.76533986992,203704.24139474207,125946.11403479025,144211.04311457858,116492.61733745999,91754.97809636101,85779.69043153431,65995.89562628885,94343.36364368688,63341.96399961207,41615.83884758351,39384.06992709407,148228.0880996177,88237.3674011169,45087.10879522083,173274.17557210752,80484.94607683101,40387.088594927416,243851.95185964604,93660.06596213422,111954.79958853811,89015.15634550754,58047.33775866984,41710.0010139658,100613.90038326858,114542.94040329976,66863.11405428445,58774.87610438614,94026.40823918946,69427.84476719327,64688.845208840525,92964.95565996482,56912.38255013961,49014.18295988277,276905.29661197256,53609.904978837156,195186.13351856868,239588.28633679394,76257.21825535018,164456.63020534863,170265.01855340716,151521.94039636842,161104.0410824646,44175.69904978982,95382.71073001722,52302.47937759613,185329.3085769115,223192.3263403905
56190.1020964378,0.0,133130.54653296256,99962.88118059623,270560.8303878251,67907.16596627265,152989.15176913078,59479.08896026916,39711.899128909696,57169.41236510705,44398.98357778048,197749.1960126409,44683.164324727,83106.91680185034,98821.27950412456,134462.4498034787,75478.43211219789,84735.39921738759,69053.12044382257,214380.34261906485,85922.94243472563,73081.90768003959,94002.8986195519,115493.73965113515,98106.14911743996,95372.47843301571,100484.72635991323,124124.56404910183,79245.65930816789,112036.59358171799,124116.99181127234,117379.95098005405,104576.64559898921,112249.96898811073,232771.49104285747,129576.45411563783,93807.59836590123,102536.74280119251,66716.74199860208,63637.28598497431,57310.55398300472,65223.95383201359,68463.02974706219,72291.56389333575,72764.16970333275,64231.02963571621,123427.14218329579,62942.40028128269,72798.89528292135,58658.212485156524,64623.28908155461,267847.3145486169,69348.68278198621,68024.94259075852,92365.26217617969,68856.29355026016,290105.9286099866,250764.0715745326,323956.5238008833,267974.83884010994,70048.69181949084,112312.77482767838,59562.792846193,56041.07259797689,67206.4730602116,87563.52715061246,127874.44816210776,66790.30658326992,62274.86259089504,71616.30402541783,63306.85954160084,60303.70690315716,94205.94474130546,75737.93238924291,179591.45399623137,62483.17900508943,83280.44070426769,64824.49591244329,80246.14330179562,66564.3609013756,54960.3874992989,74897.25286063764,84715.34760828162,66146.93093923475,52285.20511387963,83190.22028555232,58943.51721866127,106389.63540176568,129965.62323611358,70352.20816049693,86883.0282477139,98932.93774987968,83434.83636550391,94465.72053154901,104113.71722497219,168596.3210268981,83348.89489946938,87755.55215273352,116725.75809434558,112868.88198072625,77216.43049094774,63422.69517140786,54488.02739548442,112570.69776515917,89919.45849602541,73965.75128086832,137139.19897759514,162654.7895911837,169538.04059291654,161610.8556654304,102668.13779746069,168319.33729426016,98087.25692505685,71427.68908970867,188070.1508660246,117774.49080846646,129496.35089173123,110439.72289560853,85218.30782923446,84240.20851377194,71813.14136748556,89370.53785463692,76344.7805073486,58565.59786992006,57877.65239133529,138654.81491602343,89441.49516958462,51930.48944277023,158633.47567265524,79943.55464224618,55469.49063902533,225055.90062974644,83382.66747921877,99398.62348636678,84828.5703436721,63659.51940818052,57060.10336831192,106054.62665805979,112412.9462699493,68370.66117468348,71105.76871979774,92195.00469389143,72770.90272046742,65134.71628831021,87323.95064759783,68222.72274364899,61628.99004705879,259892.92367048483,60232.16664037109,184107.3828391806,221396.83592673764,76789.04343279339,149450.0097734629,161603.2524693502,139979.7514760343,147383.90445816665,57141.39176704548,90349.41260299725,62443.12296120815,173416.0546710221,207676.0523358971
157091.29468056114,133130.54653296256,0.0,47207.46603917162,313703.002157694,85142.00461417231,46426.14523390006,118915.75877845022,122275.51815304109,129105.43851466315,143121.5030112385,107334.72621566609,126395.28352193895,165006.63393959872,125040.5804195063,100471.76105802537,155213.21453148895,169887.62869739824,124387.13825907953,156554.24611326525,177490.22558538045,166257.6147017559,172882.3993285448,158900.41911568475,148962.88362624828,162452.47585176196,148878.44235241378,158562.67355056794,149960.09419637578,173449.99051776808,93014.24560135046,181625.9205625189,180840.35048751658,161454.10146752011,273262.05997814395,192291.8367174286,127708.44147232204,160667.51673814704,141376.37898937942,160101.50411704855,157015.38340471184,161092.26177409865,114346.07630246822,132356.75172156593,169978.54370543172,164130.92900667244,189003.94648573548,160172.15759461262,174219.01305907956,125934.37458327074,166735.34638891724,238609.04647931465,172208.4433634471,131612.1164088328,114886.28251259138,169369.09819100893,326169.86664384836,298409.74919646204,351928.8718707446,314409.6287374916,152460.04008265818,185752.22812605574,154244.10214600258,146998.8978973332,169463.5221610232,96996.31759118258,91795.17927260106,170458.88453444865,167487.88710235743,170142.68262201748,166379.36047083643,156175.29225864922,107147.00869515332,151272.4465118737,91556.05983441893,157712.230586704,104237.10026680009,117870.52008528149,98015.749911988,117381.04439128526,130417.73632224616,116822.44873828645,100036.2327602196,139157.6162570036,152143.08641388788,110740.47152987085,141691.74524401504,108552.99921432475,106271.60131925026,133923.36703666818,114919.72482417546,109450.11594984337,119565.10154943625,87588.9495864952,130676.8860028819,127425.24999636503,146596.43044332822,128066.064386705,108147.92659196343,145558.76027304708,119866.3524436746,122438.82865241496,150717.36462892158,97898.81427416769,140672.6528706632,149523.61262992988,80767.05762008218,91662.17434993674,86790.93325485331,112395.68156846664,103286.40152658315,99936.70925884528,95148.21323284852,127398.42442281886,99638.10652953203,127000.18031561887,94961.0363821687,114878.04040217465,127082.12846344203,121562.96373889913,138276.61273534145,108290.16948312693,156414.2105971248,148069.5540187403,140427.70314145426,89575.02118200628,126659.88374909427,133917.59639341923,97823.97136391123,118055.95004740228,155218.73223805503,125247.27340152083,95888.11531828927,80746.59193401813,95469.86870465965,138450.0570268687,147823.44154422506,159487.56798562728,126223.54888702802,125816.37781262536,145783.3613755679,117000.68289242538,126104.13886132851,118396.6499710045,106186.11271269097,145877.1872263019,144079.8833633762,155159.8421057083,139409.98832199976,102783.36479052555,121212.5330910669,118588.01063782591,111328.57522517043,104395.69621976749,91496.92793800037,84150.43700960546,149176.64392022375,110716.99337478545,148878.1570478183,104981.01753416039,118383.18423292215
127733.56670358272,99962.88118059623,47207.46603917162,0.0,297514.056816988,52833.380943381875,66530.97677997229,87753.00469108344,89882.05653370392,97454.77038144482,111353.3836406276,133256.72105753236,95781.34127311506,139710.746069885,106839.86786551605,97476.23110896962,129558.00981397102,143187.99796868398,101516.36152230097,165481.82540283754,151338.39115172756,138481.96493765127,149729.663006663,142753.42789117232,127557.80336785727,140422.00963388287,128169.65198491703,143153.89974249428,125432.43240243205,152001.1517346449,92759.92703975918,161191.0604830817,156948.97767724944,143859.06630252453,256401.45304906415,171547.25836917033,109699.47654889061,140612.52104256125,112865.96576616417,132274.1318262678,127497.01968631911,132220.88227285625,88615.46122452145,106807.95279124597,142380.33469486563,135052.50399479762,167370.029937355,131263.88389792189,145045.9762048268,98538.05337606922,137885.012323248,243578.92770126415,144512.0124990281,104281.85562972666,98982.09669906183,141291.282300569,312139.2018128048,282233.85050054046,340513.0482797694,298108.5077193511,126060.08517041222,162114.82440472353,124715.89050953928,117504.3911686425,139470.90061148352,74662.66035892002,83546.63167871523,140429.61281328573,137287.49760247063,141419.8312100027,136143.78511927297,125529.86376201283,85645.9689085961,123368.1919515325,109220.74085460485,128285.78221826203,81209.67388115685,89872.49324727265,75234.72202562788,90029.49648791493,101006.18848478951,91892.11908434283,77169.24746480347,110267.49014827251,121993.40317065037,88034.28933064538,112657.08528635674,91584.47827097832,98249.09944305032,105212.55279489353,88921.42515587117,88913.40407005887,94545.01914725176,69331.83982297532,109215.39245496722,130555.99685743086,120854.45060091035,104926.19537336522,93386.76561899624,124081.89163498845,92333.63720329058,94251.74197751722,120660.27551968975,86050.19472327124,117068.26619528218,121106.15551749483,81041.02000355897,102079.11582056484,102027.13846424216,116039.2290398975,84374.43527270891,110093.3521150108,77513.15378711883,98860.60267078434,118862.27533627405,110665.51287103552,88626.12292362009,96869.19625469747,100730.13594583918,96009.11880929636,109947.76433957859,86955.97459849165,128231.46431041954,118412.63937414819,110917.64068621988,87623.30364209645,101104.24157299692,104857.78825139136,101559.63555151832,91223.94426504894,125914.44311650397,149007.54039859193,72885.71003362439,66642.50778612777,75782.73749755874,109067.18458469024,118323.08548532506,137871.86174266264,107426.53196936147,98034.21410405569,117675.08913737336,93221.59649734842,96798.1025865576,89823.12110328829,83411.27461824036,118166.94539109459,113958.36653608445,186004.07303845885,109907.70906486716,121246.4826131378,147995.64063579938,90844.82927893521,108767.92284417324,109911.70345700045,88014.38038749892,89842.5571872022,119098.13468742973,88713.80426217061,120631.34339457694,113650.74413317532,139851.2953937041
272332.57561448246,270560.8303878251,313703.002157694,297514.056816988,0.0,284558.56657686183,313775.25484116265,264862.3326552754,266321.4161755277,272087.74546647706,256610.84825166228,329668.73801880743,265347.9616171859,233503.34346802343,259031.01993098928,280140.09942874697,243065.74156041013,234208.03178063504,253407.5541901036,299634.26221727516,235319.9331859374,236756.373328544,231313.05882112327,233402.2142107835,245083.75828247308,228726.3329829629,233494.10969523556,250537.03614763654,260397.29315309352,236467.8671137857,284013.28899828193,251470.68682515976,252153.39389424954,247011.9613109858,106845.07341229025,248694.79688728543,266879.7040256123,228683.28070461442,245133.0911525576,243143.7430975074,261512.45464953795,239900.8553194171,261963.78435661696,245084.89325528944,241094.60007597407,246708.79125493293,240996.45966378303,249004.2185221908,259855.65838587462,261671.2030605275,252993.0733369489,329786.47639869695,245672.37728026736,263273.5660773708,254384.12141032197,245168.99068637192,119473.53061102665,91564.83265157424,124552.6060416288,89640.18182604172,245040.75367567717,357311.27843031083,270509.5713674144,267154.1372661337,250825.97561872227,275279.1787316755,274766.417903899,260246.25564725,269271.24152002006,256170.8023132825,276758.0063915046,260602.07001314114,276256.6996858167,240317.29507328986,315055.4908880007,250527.730238378,299735.8483089311,281042.7843013549,288585.6928479737,297143.9924507905,282034.3475612345,300355.11874238227,292293.7863613312,291212.1287346552,266345.3958852841,256662.13363600493,266578.21684083337,256636.66557120022,276381.0196739253,258780.0171551717,267738.41288682393,270608.772847878,262397.98708575964,276404.6363807799,262146.490970373,299820.86654330965,258223.24365403774,257157.13933190488,269262.60893628036,276692.9643923652,267907.4606957911,251957.16205654398,258444.22058545914,278831.6656407301,255202.54730332838,262610.6692189543,290237.7160372818,299481.1105022104,302197.8494313803,301336.9383223531,273148.38925730536,307909.23243715323,264503.53019645833,257630.97166228303,315213.56065796275,270156.42331656575,279966.87879825785,262885.43535708357,264644.35868625686,257715.3212491617,256424.68083538944,272141.82210194186,239172.30888479378,264747.2719368299,260704.25402758468,277641.3533262697,268492.43506105576,260552.25931394362,301363.81272628315,262385.2554216123,259031.29549783823,322153.91879329074,267106.6849670823,274602.0351751612,275161.0982895458,252521.35519592813,255882.09818721408,243357.67425371637,273698.80576402607,263200.9807348317,256868.33406747584,263871.1731225513,262296.63795529667,263332.6004947692,262209.96993118204,251206.87722280572,258094.15825644764,355923.655674122,256544.33130792106,322299.8477706966,330192.58177426935,264839.57781182544,269703.5628938491,295546.46523793344,283358.96018048003,291030.5418031006,253591.00614759146,262396.1600641598,247083.05673107898,298905.8351902803,318572.5327377983
103913.11133398804,67907.16596627265,85142.00461417231,52833.380943381875,284558.56657686183,0.0,103121.52647209167,62781.75548193415,55988.259036361174,65897.4240958991,85148.16752093188,152346.72558494104,63209.36708760824,114745.59197606986,97122.49848531754,114475.11737889951,105899.25155566414,121203.6396993885,83237.26168143033,183491.95710432105,124976.54219773455,112541.79122854993,125535.28284724274,124726.61619945019,109433.33283239137,119263.81426320228,113443.37371312758,131214.19919087677,105552.9307665691,129999.26017018997,101027.00566420569,141496.31916397097,133623.44414301668,126801.64450451438,245866.95416127078,153564.92358845114,96724.24113534114,121063.63216269486,93579.04285152709,105327.70138414201,102237.06443020521,106167.36700789839,80465.13521439653,90942.40961672076,115174.06632949931,109402.01912664552,148836.04486333946,106505.33915833445,119206.60056133513,80461.83012687163,111619.65314076106,247155.41250472196,116263.57111848981,86349.57526077407,86979.83219529652,113462.0687587782,298327.4597640122,266904.47777171154,328756.3918506589,282685.46752874483,101294.37913640763,144821.9343951219,102788.37691402312,95572.73450181575,113255.09352290598,79616.78855636128,106251.64968877353,114250.40313680698,112394.76241138032,116365.29886032993,112084.52307161929,102826.9076421792,89930.72595064213,104025.81216111337,142367.35129285156,104655.03563732118,81399.75918176654,81372.80729395726,76617.55842661296,80769.96822877387,83463.00068637451,88445.6972650274,81380.01467157376,96189.8917905247,97868.3979354047,85088.81731876769,95048.58931409467,89009.30468670561,103410.71698365595,86053.8301004495,81781.24077703823,86472.27198680256,83577.1182441993,80873.37769384895,108237.23153043682,149945.7912999178,108492.01970211524,97531.53559463834,101975.31639603201,122461.86658829551,90516.2921306913,80634.62123972189,97206.15876727141,94129.79109337155,106561.39638187068,106099.5839180749,110210.76028543245,132113.13595180804,135372.569813073,138312.22099541037,93981.37429437875,134157.6479358975,80935.77494922547,81046.34956737836,151708.53036298885,107779.36383580674,99457.70049644499,100446.03360772798,87992.37651376976,88034.6218939274,93738.07642405953,86891.06895823267,107436.98025650131,96517.99262263667,94023.72608991724,113017.77936514048,99992.39928370826,85569.31651439412,128432.18206319762,88931.52424408591,100575.10833906478,181563.83102098116,75321.25866017904,80377.9854950397,80913.23569604482,89761.80440921288,95106.28001211566,122007.74508819579,113454.84542574963,84761.33282436382,100191.18653875697,96060.56333727685,90736.20392041841,81355.89425911974,83374.89094459299,98027.73154177256,94645.92772117855,218533.16094274962,91727.51409351753,151333.3606222911,178204.64022923267,85482.05219902542,120056.9755378545,135620.68461368707,112435.64663958237,115367.7205490185,95937.13503871713,87806.92246513892,97932.16860333754,144374.78964568386,172276.547278234
180125.19647414793,152989.15176913078,46426.14523390006,66530.97677997229,313775.25484116265,103121.52647209167,0.0,134816.492537822,137636.08881440386,147119.15226145094,163024.63539347285,103018.01607136904,144257.92208873783,181550.0447407977,136455.12748518615,112339.0333236292,172900.21884410427,187790.7080352958,142513.8412782432,143933.49590272043,194959.06578451025,184482.30118237084,189655.91620945642,170905.69923710695,161275.02483280713,177546.611574631,161905.41063311117,168608.29121891287,169681.90964888613,186809.26173317264,100935.48902662518,196105.5678529689,197896.6102248067,174777.78818903572,275591.4591031023,207150.6584192566,142896.16958565745,174812.70448378805,158416.08747291882,179250.86409164921,178772.81416176577,180734.78947541674,134688.74498442913,150053.07091814643,189566.22772341565,184205.09467031554,206140.77449378738,180870.89140423023,195605.33121967752,146918.45117938193,187952.61109599954,241390.32638453352,192637.6143468091,146793.66698888375,131426.43328209379,189540.94376626165,325929.2300764031,301151.8477330392,349222.7280999759,316382.9127163488,171325.9460808594,212252.77439728525,177031.68783599584,169005.2115142871,190202.10745878235,113977.44830931816,98721.23880690982,191674.79123640805,190283.70696037242,191424.48873172092,189823.8805214292,177149.67790104717,122294.68160000442,168872.83383010697,87938.81804054326,177911.7001764874,124837.18949642788,139320.78553154424,118052.2560690505,141041.7424777168,152680.4684846272,141031.20171025017,120043.86568832904,162235.9417348854,173764.994772814,126963.10027863941,164044.825417844,116332.73982251316,112578.99389205963,151326.2134476079,128210.92461257406,121044.9782745554,133765.536982234,106490.82944388737,146996.58736819404,139024.21400752195,167331.7602899954,146192.70725470083,116206.94124311236,163255.029652708,140301.0869478688,140661.99010053207,172044.51379597385,111124.63754941312,160359.80105741648,171315.44030311116,90738.46973693125,101210.4560764572,88060.72178086615,121212.97928187411,119000.62086698753,98626.68243851031,108184.35642157905,142993.8312941857,93639.90992964084,135635.01932911464,101869.00255923788,125693.57070613826,140486.51858982898,137026.51429597544,158211.90474440894,125801.37336054094,175819.76225323539,169714.29303860592,162154.62503988357,98006.86149185311,145479.5850883057,154711.4035585905,99145.11789919178,138350.74795296087,177072.24327346656,109483.52822562393,114350.19994734589,101583.82619447034,117495.5094875103,157836.3938426125,168462.6687732706,177919.63043219634,143117.13487984045,145081.86438894714,166161.85051328203,134819.00421140285,145909.55295655897,138000.97274290537,120453.46721904386,165251.1883177494,163946.19218597628,147073.06657416586,159452.96031216424,104059.75999223783,109339.32876485001,137348.98412829646,109750.43774565739,111329.18232195562,96497.17417461201,88948.74128334827,169144.6599302058,125519.69371054751,169137.65468444562,107934.95392814661,114339.26024731393
93722.19662859497,59479.08896026916,118915.75877845022,87753.00469108344,264862.3326552754,62781.75548193415,134816.492537822,0.0,45658.13267008034,35958.42488852187,54074.48426808467,170830.15799797885,41800.32486619887,95407.70296964326,106763.04261941122,130552.64820810969,87676.58666336541,94645.72374022756,78515.37686671213,203047.24939759608,97844.28642893778,90079.4194924789,96959.50239509542,105516.79420801661,103976.08091961125,94376.60617210361,91819.5403382395,116830.10749574102,85371.36495854172,105257.64654076984,113664.86058794391,109802.2680963694,103820.33033893182,102801.27296142504,227501.8954375445,123126.18293826278,94130.3301372258,96825.15560813218,81151.76724152779,85618.0180954584,82563.26993952639,80600.10173152864,82980.9054043347,87870.74988507778,87359.87499893382,85207.37251484397,131654.43166663917,84274.96317962151,94193.65502640998,75429.49431523976,87231.13922072417,261632.0130646798,92840.3613860379,88225.99255585906,86162.08650717953,88266.43347287405,280781.25833295006,244721.1117189831,310046.8222248439,260491.25113683767,80986.59877706361,143179.78123780913,90617.07543689181,88580.07133633047,90148.37956023349,95132.48075230238,124315.3324028336,94509.15735528785,94953.71727513903,95826.89123199368,97594.82738079123,85268.785713871,105655.76599205086,80623.71393268961,169839.52568909503,90873.03844110179,102974.25322390538,89447.15102584356,95083.61562393358,87881.94365540292,83791.17015002965,96735.81297033733,100059.5342388507,96600.25127347588,88372.93889935994,92511.9495398389,88439.67411299079,107828.20984972664,129558.7933497866,90529.32390558744,98652.60957617142,107038.5738827582,94821.4387931862,98599.177064699,115011.7719954565,167692.48545102938,103897.10258902262,101531.5995125905,119689.22330956439,129442.13095191946,93391.83286819138,72428.23676112149,83644.45887487578,115301.47511681162,103776.57566487584,99635.78701306529,131256.0053658818,147789.127612666,157387.06738634474,158467.02586079962,110042.73260128533,161280.33755389144,97660.56420276995,86950.01300342704,175873.92730033418,121837.84757135305,124800.61903625919,116487.76846870939,100000.58134997693,97222.54315029318,91772.7853702434,102387.33733025931,92805.49763386894,86447.78946371032,86063.3570129758,131814.06330025147,104522.46619906077,79372.76959449775,152514.15156559355,89937.39735028868,80796.09834895343,207827.50999031088,85014.99346872902,98610.25891816149,93763.22702623793,83619.98429925402,82719.924545173,115225.90188932684,120874.03264025145,89168.20967980016,96697.91213889323,104202.80730774095,87935.20005903035,81668.66078583823,92401.21341426429,86914.47342830434,86888.18190158911,241470.61233655905,83407.63152321614,174971.36357467214,205948.14914898586,88736.52738936215,138698.04872556828,157008.20890826263,136837.09166461657,139551.54928803342,80786.35377266144,99887.9397395635,80250.94694158081,162738.35011588575,193813.58313935177
84558.35566946992,39711.899128909696,122275.51815304109,89882.05653370392,266321.4161755277,55988.259036361174,137636.08881440386,45658.13267008034,0.0,43417.8965660992,58554.76434655412,178137.722914735,34011.789084780234,92445.73212986097,102957.3242569584,133498.59051071183,85022.84425590056,96187.70561519063,76954.32342162821,205452.91628721016,96608.64306957247,86810.38117317001,99502.87632465975,110322.31047689421,101765.94793090067,97376.83508255659,100305.46487363095,123379.49872847101,89165.38086344572,111901.95973877513,117867.27544946279,118983.66458900637,111222.72295159887,110930.00551943772,230136.75036315265,133197.71028223637,96439.78947069476,102853.79990798283,78282.53900433218,80184.0991356568,78875.46711000816,79974.94683224717,81130.06695574413,83481.3743949957,86153.66103183872,82152.91798398505,131427.55080928805,80753.31334265915,92193.13825656458,73000.56487110798,84712.45212209577,259265.18191112328,87791.9306410827,78268.64338115617,91627.5292916735,85271.36041481615,282443.60802803107,246573.60589760146,314355.9488226405,263084.8647025211,81195.78160792412,136043.94380952322,84331.03399389391,81758.02408658552,86946.26170186889,93307.97471142146,126626.12268920305,88399.44437102045,88515.31312898305,90439.1651796666,90661.20169145506,80758.2067391679,101167.3953765603,84108.06141863875,172270.19034629228,82464.78387401845,93885.02709937522,81339.73785643358,88661.1138596687,82750.8709862337,75762.76033186151,92040.34362776492,93654.29800707428,88777.17179799818,78290.95915424704,88781.47957271371,82054.4196624603,101966.53301986215,124289.77258448076,82316.93249949133,91169.12560793276,100076.8725183095,88192.3523372359,97844.417681375,111205.32738562486,167671.41688931294,99132.41201628555,96797.51173627582,116996.90465113097,125016.17207316133,91846.35276299079,72630.76421883395,77867.95441712438,112321.78639538235,100791.05390666383,93288.64468538034,133370.3444603725,155783.46751592873,162392.93041677674,158757.66821287392,107602.3059309988,160309.88267180097,95558.67343666851,79819.76410729063,179529.3743083766,117419.92799643097,123368.9350041432,112569.27375604467,91008.42321524966,91666.91456826247,86059.26286975574,95826.46602092101,90533.15599814588,79306.31652504661,80418.14564468138,135004.90580976597,101405.5310461173,72877.05435022728,153444.71211455285,90389.22416578738,76491.66683036025,212172.56056482304,86012.89441056685,99870.32817857052,92388.71716196956,79286.45104223404,76575.81767454823,112747.95050326406,120737.9595078383,83364.28612357445,87661.91198256864,102121.34505537398,87098.54383273346,77773.7778519711,90035.82891989568,81671.2040582818,80636.61155472565,247340.8503760883,77317.19977647506,178904.4222719808,209636.01587153578,87718.58471026555,139177.75486154956,158021.70208098774,136827.24513316463,141305.74758380256,75598.54111308174,94758.37914594484,76263.16743262661,168259.3065074039,198892.9806232298
93847.37150692227,57169.41236510705,129105.43851466315,97454.77038144482,272087.74546647706,65897.4240958991,147119.15226145094,35958.42488852187,43417.8965660992,0.0,57500.11445624403,180359.14223485868,36733.53940218549,100175.56726619884,117731.45518962116,144039.56292702764,92229.43249722089,98965.37111925587,88435.68568318167,218648.63844452595,100178.38253363136,93692.10433234545,100469.0621555284,114509.99587897904,114334.27780372735,100987.98243981524,104340.37268147945,129948.28554559493,93165.30743939396,114902.04248801894,129051.21416080232,116108.08890870593,110166.17844890384,113508.74543059703,236739.81684052743,127825.76994011345,105597.63013042831,107474.93723366593,89497.54704794477,89048.4899590809,83236.82726381897,83447.85286924397,93895.58402619604,96053.70801808724,88266.79070844068,86755.00444831187,132898.29204047014,85925.66779210987,91879.41497248942,83512.04454660267,87463.01914558785,266790.25210128695,92441.69141832899,97221.8935073628,99360.71015251677,88782.06705400786,287925.59648662683,250078.6142809594,317732.677558074,266525.77425767813,87650.32092342357,136964.4637562812,91278.45031391422,92048.62746600895,90516.54685022846,106849.04358909283,137899.31841413636,93419.97218645154,94078.31997310622,93741.22053965814,95998.34247401518,86016.52617003351,116600.48127346265,87369.89180755548,182540.5168569851,91526.03514677308,108610.70384704608,94703.03988158224,103159.94134352409,91895.47143571883,85937.906327459,100400.18795534674,107699.7300618645,96884.13787837538,88433.44619672067,103282.01086043405,91518.82815440875,119098.33516119754,141113.13120557813,97164.10470413706,108226.65192102638,117873.80415130501,104838.18526029127,109748.91752316778,125113.959312316,178047.52621474213,109441.89996211106,110610.87442954227,133501.97176475803,136240.67980596668,100707.78253228587,82788.93979366458,87685.18174271785,127329.29922801528,110777.62656206507,102593.2529091613,142641.43217686526,160126.84021362322,170648.98970952825,168361.2500020685,121310.98241537258,174782.46724369552,110470.42791092697,96191.27120029127,189021.43882241525,132829.93848234924,138229.21608630606,128858.11645422962,108758.19878855406,108198.72368106172,98984.4055947807,112372.05644395441,99090.63020018689,88072.68265623019,90910.95808282719,145851.02688733232,112616.24919381195,84948.0231917207,164776.7662546913,98889.5419223263,81232.00807784294,222514.7197272595,98008.21670785628,110457.56257116898,104763.74376477338,90664.05106659986,86668.65114497325,121809.04271618093,128555.10090876187,97390.40426413357,100315.9001783096,114110.69113488786,95664.6483523911,90583.93650300032,104843.91383462903,92054.09142188553,91817.7023419509,253733.56836352017,88728.43204496498,187977.17498424,219733.28118968834,98839.6504956959,153786.2683322257,169202.10057663338,150714.29575302952,153473.74637690376,84985.28650558711,110895.96647166979,84272.23206828345,175737.44632566237,205854.04447141284
